카드 제목,속성,레벨,종족,atk,def
Kozmo－슬립라이더,빛,레벨 5,[기계족/효과],공격력 2300,수비력 800
Kozmo－시미우즈,어둠,레벨 3,[사이킥족/효과],공격력 1000,수비력 1000
Kozmo－퍼비드,빛,레벨 2,[사이킥족/효과],공격력 1200,수비력 500
Kozmo－펠블랑,빛,레벨 1,[사이킥족/효과],공격력 0,수비력 0
Kozmo－포르미토,빛,레벨 2,[사이킥족/효과],공격력 500,수비력 1800
Kozmo－포어러너,빛,레벨 7,[기계족/효과],공격력 2800,수비력 1400
Live☆Twin 리일라,어둠,레벨 2,[사이버스족/효과],공격력 500,수비력 0
Live☆Twin 리일라 트리트,어둠,레벨 2,[언데드족/효과],공격력 500,수비력 0
Live☆Twin 키스킬,빛,레벨 2,[사이버스족/효과],공격력 500,수비력 0
Live☆Twin 키스킬 프로스트,빛,레벨 2,[물족/효과],공격력 500,수비력 0
LL－베릴 카나리,바람,레벨 1,[비행야수족/효과],공격력 0,수비력 200
LL－사파이어 스왈로,바람,레벨 1,[비행야수족/효과],공격력 100,수비력 0
LL－셀레스트 와그테일,바람,레벨 1,[비행야수족/효과],공격력 200,수비력 0
LL－코발트 스패로,바람,레벨 1,[비행야수족/효과],공격력 0,수비력 100
LL－터쿼이즈 와블러,바람,레벨 1,[비행야수족/효과],공격력 100,수비력 100
Ms.JUDGE,빛,레벨 4,[악마족/효과],공격력 1800,수비력 600
No－P.U.N.K. 디어 노트,땅,레벨 5,[전사족/효과],공격력 2100,수비력 1800
No－P.U.N.K. 세아민,땅,레벨 3,[사이킥족/튜너/효과],공격력 600,수비력 600
No－P.U.N.K. 오우거 넘버,어둠,레벨 8,[악마족/효과],공격력 2500,수비력 2000
No－P.U.N.K. 폭시 튠,빛,레벨 8,[야수족/효과],공격력 2300,수비력 2600
OKa 썬더,빛,레벨 4,[번개족/효과],공격력 1400,수비력 700
ONe 썬더,빛,레벨 4,[번개족/효과],공격력 900,수비력 400
ONi 썬더,빛,레벨 4,[번개족/효과],공격력 900,수비력 400
OTo 썬더,빛,레벨 4,[번개족/효과],공격력 1300,수비력 600
PSY프레임 드라이버,빛,레벨 6,[사이킥족/일반],공격력 2500,수비력 0
PSY프레임 멀티스레더,빛,레벨 6,[사이킥족/효과],공격력 0,수비력 2500
PSY프레임기어 α,빛,레벨 1,[사이킥족/특수 소환/튜너/효과],공격력 500,수비력 0
PSY프레임기어 β,빛,레벨 1,[사이킥족/특수 소환/튜너/효과],공격력 700,수비력 0
PSY프레임기어 γ,빛,레벨 2,[사이킥족/특수 소환/튜너/효과],공격력 1000,수비력 0
PSY프레임기어 δ,빛,레벨 2,[사이킥족/특수 소환/튜너/효과],공격력 1200,수비력 0
PSY프레임기어 ε,빛,레벨 2,[사이킥족/특수 소환/튜너/효과],공격력 1500,수비력 0
P·M 캡처,어둠,레벨 4,[언데드족/펜듈럼/효과],공격력 1800,수비력 0
RAI－JIN,빛,레벨 4,[번개족/효과],공격력 ?,수비력 1000
RAI－MEI,빛,레벨 3,[번개족/효과],공격력 1400,수비력 1200
RAM 클라우더,빛,레벨 4,[사이버스족/효과],공격력 1800,수비력 1000
Re:EX,빛,레벨 4,[공룡족/효과],공격력 1900,수비력 1200
ROM 클라우디아,어둠,레벨 4,[사이버스족/효과],공격력 1800,수비력 0
RR－네이팜 드라고니어스,어둠,레벨 4,[비행야수족/효과],공격력 1000,수비력 1000
RR－네크로 벌쳐,어둠,레벨 4,[비행야수족/효과],공격력 1000,수비력 1600
RR－라스트 스트릭스,어둠,레벨 1,[비행야수족/효과],공격력 100,수비력 100
RR－러더 스트릭스,어둠,레벨 4,[비행야수족/효과],공격력 0,수비력 1600
RR－미미크리 레이니어스,어둠,레벨 4,[비행야수족/효과],공격력 1100,수비력 1900
RR－버니싱 레이니어스,어둠,레벨 4,[비행야수족/효과],공격력 1300,수비력 1600
RR－부스터 스트릭스,어둠,레벨 4,[비행야수족/효과],공격력 100,수비력 1700
RR－스컬 이글,어둠,레벨 3,[비행야수족/효과],공격력 1000,수비력 500
RR－스트랭글 레이니어스,어둠,레벨 4,[비행야수족/효과],공격력 1600,수비력 1100
RR－싱잉 레이니어스,어둠,레벨 4,[비행야수족/효과],공격력 100,수비력 100
RR－어벤지 벌쳐,어둠,레벨 4,[비행야수족/효과],공격력 1700,수비력 100
RR－와일드 벌쳐,어둠,레벨 6,[비행야수족/효과],공격력 1600,수비력 2000
RR－임페일 레이니어스,어둠,레벨 4,[비행야수족/효과],공격력 1700,수비력 1000
RR－트리뷰트 레이니어스,어둠,레벨 4,[비행야수족/효과],공격력 1800,수비력 400
RR－파지 레이니어스,어둠,레벨 4,[비행야수족/효과],공격력 500,수비력 1500
RR－페인 레이니어스,어둠,레벨 1,[비행야수족/효과],공격력 100,수비력 100
RR－힐 이글,어둠,레벨 3,[비행야수족/효과],공격력 700,수비력 700
R－ACE 에어호이스터,화염,레벨 4,[전사족/효과],공격력 1700,수비력 1700
R－ACE 인트루더,화염,레벨 4,[전사족/효과],공격력 1800,수비력 1800
R－ACE 임펄스,화염,레벨 3,[전사족/효과],공격력 1500,수비력 1500
R－ACE 터뷸런스,화염,레벨 9,[기계족/효과],공격력 3000,수비력 3000
R－ACE 파이어 어태커,화염,레벨 6,[기계족/효과],공격력 2200,수비력 2200
R－ACE 파이어 엔진,화염,레벨 7,[기계족/효과],공격력 2500,수비력 2500
R－ACE 하이드런트,화염,레벨 1,[기계족/효과],공격력 0,수비력 0
SD 로보 라이오,땅,레벨 4,[기계족/효과],공격력 1200,수비력 1600
SD 로보 몽키,땅,레벨 3,[기계족/효과],공격력 800,수비력 1200
SD 로보 엘레판,땅,레벨 8,[기계족/효과],공격력 1400,수비력 2500
SIMM 태블러스,어둠,레벨 5,[사이버스족/효과],공격력 0,수비력 1800
Sin 레인보우 드래곤,어둠,레벨 10,[드래곤족/특수 소환/효과],공격력 4000,수비력 0
Sin 붉은 눈의 흑룡,어둠,레벨 7,[드래곤족/특수 소환/효과],공격력 2400,수비력 2000
Sin 사이버 엔드 드래곤,어둠,레벨 10,[기계족/특수 소환/효과],공격력 4000,수비력 2800
Sin 스타더스트 드래곤,어둠,레벨 8,[드래곤족/특수 소환/효과],공격력 2500,수비력 2000
Sin 트루스 드래곤,어둠,레벨 12,[드래곤족/특수 소환/효과],공격력 5000,수비력 5000
Sin 패러다임 드래곤,어둠,레벨 10,[드래곤족/특수 소환/효과],공격력 4000,수비력 4000
Sin 패러독스 기어,어둠,레벨 1,[기계족/효과],공격력 0,수비력 0
Sin 패러렐 기어,어둠,레벨 2,[기계족/튜너/효과],공격력 0,수비력 0
Sin 푸른 눈의 백룡,어둠,레벨 8,[드래곤족/특수 소환/효과],공격력 3000,수비력 2500
sophia의 네크로즈,빛,레벨 11,[마법사족/의식/효과],공격력 3600,수비력 3400
SPYGAL－미스티,어둠,레벨 4,[마법사족/효과],공격력 1500,수비력 1600
SPYRAL GEAR－드론,바람,레벨 1,[기계족/효과],공격력 100,수비력 100
SPYRAL GEAR－라스트 리조트,땅,레벨 4,[기계족/효과],공격력 1000,수비력 1000
SPYRAL－그레이스,어둠,레벨 7,[마법사족/효과],공격력 1200,수비력 2800
SPYRAL－댄디,땅,레벨 4,[전사족/효과],공격력 1900,수비력 1200
SPYRAL－보텍스,빛,레벨 8,[악마족/특수 소환/효과],공격력 2800,수비력 1200
SPYRAL－지니어스,땅,레벨 1,[기계족/효과],공격력 500,수비력 400
SPYRAL－터프니스,바람,레벨 4,[전사족/효과],공격력 1900,수비력 1500
SR 56프레인,바람,레벨 5,[기계족/효과],공격력 1800,수비력 0
SR 더블요요,바람,레벨 4,[기계족/효과],공격력 1400,수비력 1400
SR 도미노버터플라이,바람,레벨 2,[기계족/펜듈럼/튜너/효과],공격력 100,수비력 300
SR 매직하운드,바람,레벨 3,[기계족/효과],공격력 800,수비력 800
SR 멘코트,바람,레벨 4,[기계족/효과],공격력 100,수비력 2000
SR 뱀부 호스,바람,레벨 4,[기계족/효과],공격력 1100,수비력 1100
SR 베이고맥스,바람,레벨 3,[기계족/효과],공격력 1200,수비력 600
SR 블록큰롤,바람,레벨 4,[기계족/효과],공격력 1000,수비력 1800
SR 비다머신,바람,레벨 2,[기계족/펜듈럼/효과],공격력 200,수비력 100
SR 비드로 도크로,바람,레벨 7,[기계족/효과],공격력 0,수비력 3000
SR 빨간 눈의 다이스,바람,레벨 1,[기계족/튜너/효과],공격력 100,수비력 100
SR 세 눈의 다이스,바람,레벨 3,[기계족/튜너/효과],공격력 300,수비력 1500
SR 셰이부메랑,바람,레벨 4,[기계족/효과],공격력 2000,수비력 0
SR 아쿠마그네,바람,레벨 1,[기계족/튜너/효과],공격력 0,수비력 0
SR 오하지키드,바람,레벨 3,[기계족/효과],공격력 1000,수비력 200
SR 전전 대공,바람,레벨 3,[기계족/튜너/효과],공격력 1000,수비력 1000
SR 취지 동자,바람,레벨 4,[기계족/튜너/효과],공격력 1000,수비력 1000
SR 카르터보,바람,레벨 3,[기계족/튜너/효과],공격력 800,수비력 1200
SR 타케톰보그,바람,레벨 3,[기계족/효과],공격력 600,수비력 1200
SR 파칭고카트,바람,레벨 4,[기계족/효과],공격력 1800,수비력 1000
SR 패싱글라이더,바람,레벨 5,[기계족/펜듈럼/효과],공격력 2200,수비력 2000
SR 헥사소서,바람,레벨 4,[기계족/펜듈럼/효과],공격력 100,수비력 1600
SR－OMK껌,바람,레벨 1,[기계족/튜너/효과],공격력 0,수비력 800
SZW－펜리르 스워드,빛,레벨 4,[야수족/효과],공격력 1800,수비력 1100
S－Force 그라비티노,빛,레벨 5,[사이킥족/효과],공격력 2000,수비력 1400
S－Force 난파소야환,어둠,레벨 2,[전사족/효과],공격력 800,수비력 1000
S－Force 도그 태그,빛,레벨 5,[기계족/효과],공격력 1600,수비력 2100
S－Force 라프스웰,빛,레벨 6,[악마족/효과],공격력 2400,수비력 2500
S－Force 레트로액티브,빛,레벨 1,[전사족/효과],공격력 0,수비력 0
S－Force 에지 레이저,어둠,레벨 4,[사이버스족/효과],공격력 1500,수비력 1300
S－Force 오리피스,빛,레벨 4,[사이버스족/효과],공격력 1800,수비력 1000
S－Force 프로페서 ?,어둠,레벨 3,[사이킥족/효과],공격력 1000,수비력 1500
S－Force 플라＝티나,어둠,레벨 6,[마법사족/효과],공격력 2200,수비력 2000
TG 기어 좀비,어둠,레벨 1,[언데드족/튜너/효과],공격력 600,수비력 0
TG 드릴 피시,물,레벨 1,[어류족/효과],공격력 100,수비력 800
TG 러시 라이노,땅,레벨 4,[야수족/효과],공격력 1600,수비력 800
TG 메탈 스켈리턴,어둠,레벨 2,[언데드족/효과],공격력 1100,수비력 0
TG 부스터 랩토르,바람,레벨 1,[공룡족/효과],공격력 400,수비력 300
TG 사이버 매지션,빛,레벨 1,[마법사족/튜너/효과],공격력 0,수비력 0
TG 스크류 서펜트,물,레벨 4,[해룡족/튜너/효과],공격력 1300,수비력 500
TG 스트라이커,땅,레벨 2,[전사족/튜너/효과],공격력 800,수비력 0
TG 워울프,어둠,레벨 3,[야수전사족/효과],공격력 1200,수비력 0
TG 제트 팔콘,바람,레벨 3,[비행야수족/튜너/효과],공격력 1400,수비력 1200
TG 중강갑 드래곤,땅,레벨 2,[드래곤족/효과],공격력 900,수비력 1300
TG 탱크 러바,땅,레벨 1,[곤충족/튜너/효과],공격력 0,수비력 0
TG 할 버드 캐논 / 버스터,땅,레벨 12,[기계족/특수 소환/효과],공격력 4500,수비력 4500
The big SATURN,어둠,레벨 8,[기계족/효과],공격력 2800,수비력 2200
The blazing MARS,화염,레벨 8,[화염족/효과],공격력 2600,수비력 2200
The despair URANUS,빛,레벨 8,[암석족/효과],공격력 2900,수비력 2300
The grand JUPITER,어둠,레벨 8,[전사족/효과],공격력 2500,수비력 2000
The splendid VENUS,빛,레벨 8,[천사족/효과],공격력 2800,수비력 2400
The suppression PLUTO,어둠,레벨 8,[악마족/효과],공격력 2600,수비력 2000
The supremacy SUN,어둠,레벨 10,[악마족/효과],공격력 3000,수비력 3000
The tripping MERCURY,물,레벨 8,[물족/효과],공격력 2000,수비력 2000
The tyrant NEPTUNE,물,레벨 10,[파충류족/효과],공격력 0,수비력 0
The 애트머스피어,바람,레벨 8,[비행야수족/특수 소환/효과],공격력 1000,수비력 800
TM－1 런처 스파이더,화염,레벨 7,[기계족/일반],공격력 2200,수비력 2500
U.A. 드레드노트 덩커,땅,레벨 7,[전사족/효과],공격력 2500,수비력 1800
U.A. 리베로 스파이커,땅,레벨 4,[전사족/효과],공격력 1800,수비력 1800
U.A. 마이티 슬러거,땅,레벨 5,[전사족/효과],공격력 2300,수비력 700
U.A. 스트롱 블로커,땅,레벨 7,[전사족/효과],공격력 1600,수비력 2700
U.A. 커스토디안,땅,레벨 6,[전사족/효과],공격력 1000,수비력 2800
U.A. 코리발 리바운더,땅,레벨 6,[전사족/효과],공격력 2200,수비력 2300
U.A. 판타지스타,땅,레벨 4,[전사족/효과],공격력 1200,수비력 1000
U.A. 퍼펙트 에이스,땅,레벨 5,[전사족/효과],공격력 1500,수비력 2500
U.A. 플레잉 매니저,땅,레벨 8,[전사족/효과],공격력 2000,수비력 2600
U.A. 필드 제너럴,땅,레벨 8,[전사족/효과],공격력 2600,수비력 2000
UFO 터틀,화염,레벨 4,[기계족/효과],공격력 1400,수비력 1200
Uk－P.U.N.K. 샤라쿠사이,땅,레벨 3,[사이킥족/튜너/효과],공격력 1200,수비력 600
V샐러맨더,화염,레벨 4,[마법사족/효과],공격력 1500,수비력 1300
V－타이거 제트,빛,레벨 4,[기계족/일반],공격력 1600,수비력 1800
WW－글라스 벨,바람,레벨 4,[마법사족/튜너/효과],공격력 1500,수비력 1500
WW－블리자드 벨,바람,레벨 5,[마법사족/튜너/효과],공격력 1800,수비력 1800
WW－스노우 벨,바람,레벨 1,[마법사족/튜너/효과],공격력 100,수비력 100
WW－아이스 벨,바람,레벨 3,[마법사족/효과],공격력 1000,수비력 1000
WW－프리즈 벨,바람,레벨 3,[마법사족/효과],공격력 1200,수비력 1200
W－윙 캐터펄트,빛,레벨 4,[기계족/유니온/효과],공격력 1300,수비력 1500
XX－세이버 가르드스트라이크,땅,레벨 5,[야수전사족/효과],공격력 2100,수비력 1400
XX－세이버 가르셈,땅,레벨 4,[야수족/효과],공격력 1400,수비력 400
XX－세이버 다크 소울,땅,레벨 3,[야수족/효과],공격력 100,수비력 100
XX－세이버 레이지그라,땅,레벨 1,[야수전사족/효과],공격력 200,수비력 1000
XX－세이버 보가트 나이트,땅,레벨 4,[야수전사족/효과],공격력 1900,수비력 1000
XX－세이버 에머즈블레이드,땅,레벨 3,[곤충족/효과],공격력 1300,수비력 800
XX－세이버 폴트롤,땅,레벨 6,[전사족/특수 소환/효과],공격력 2400,수비력 1800
XX－세이버 풀헴나이트,땅,레벨 3,[전사족/튜너/효과],공격력 1300,수비력 1000
X·E·N·O,물,레벨 2,[악마족/리버스/효과],공격력 200,수비력 100
X－레이 피어스,화염,레벨 4,[드래곤족/효과],공격력 1700,수비력 200
X－세이버 가라해드,땅,레벨 4,[전사족/효과],공격력 1800,수비력 800
X－세이버 아나페레라,땅,레벨 4,[전사족/일반],공격력 1800,수비력 1100
X－세이버 액셀,땅,레벨 1,[야수전사족/효과],공격력 400,수비력 100
X－세이버 얼즈,땅,레벨 4,[야수전사족/효과],공격력 1600,수비력 1000
X－세이버 에어벨룬,땅,레벨 3,[야수족/튜너/효과],공격력 1600,수비력 200
X－세이버 파로무로,땅,레벨 1,[파충류족/튜너/효과],공격력 200,수비력 300
X－세이버 파시울,땅,레벨 2,[전사족/튜너/효과],공격력 100,수비력 0
X－헤드 캐논,빛,레벨 4,[기계족/일반],공격력 1800,수비력 1500
Y－드래곤 헤드,빛,레벨 4,[기계족/유니온/효과],공격력 1500,수비력 1600
ZS－배니시 세이지,빛,레벨 1,[전사족/효과],공격력 500,수비력 100
ZS－암즈 세이지,빛,레벨 4,[전사족/효과],공격력 300,수비력 900
ZS－어센드 세이지,빛,레벨 4,[전사족/효과],공격력 900,수비력 300
ZS－우로보로스 세이지,어둠,레벨 3,[전사족/효과],공격력 600,수비력 0
ZW－라이트닝 블레이드,빛,레벨 5,[야수족/효과],공격력 1200,수비력 2000
ZW－슬레이프니르 메일,빛,레벨 4,[야수족/효과],공격력 1000,수비력 1000
ZW－실피드 윙,빛,레벨 4,[야수족/효과],공격력 800,수비력 1600
ZW－아슈라 블로,화염,레벨 4,[천사족/효과],공격력 1000,수비력 1000
